artist,song,duration_ms,year,popularity,danceability,tempo
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,2012,0,0.61,83.993
Katy Perry,The One That Got Away,227333,2012,72,0.687,133.962
Avicii,Silhouettes - Original Radio Edit,211880,2012,53,0.605,128.074
Gotye,Somebody That I Used To Know,244884,2011,57,0.863,129.054
Flo Rida,Wild Ones (feat. Sia),232946,2012,77,0.608,127.075
One Direction,What Makes You Beautiful,199986,2012,82,0.726,124.99
Lana Del Rey,Born To Die,286253,2012,53,0.18,75.223
Kesha,C'Mon,214333,2012,0,0.558,126.025
Owl City,Good Time,205933,2012,77,0.56,126.05
Calvin Harris,We'll Be Coming Back (feat. Example),234360,2012,62,0.596,127.945
Emeli Sandé,Read All About It Pt. III,283706,2012,65,0.63,98.082
Ellie Goulding,Lights - Single Version,210853,2010,63,0.682,120.008
Train,Drive By,195973,2012,77,0.765,122.028
Disclosure,Latch,255631,2013,74,0.503,121.985
Coldplay,Princess of China,239215,2011,66,0.42,85.014
One Direction,Live While We're Young,200186,2012,0,0.658,126.015
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,2011,61,0.716,130.034
Carrie Underwood,Blown Away,240133,2012,63,0.531,136.991
alt-J,Breezeblocks,227080,2012,71,0.616,150.071
Chris Brown,Don't Wake Me Up,222306,2012,62,0.602,127.967
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,2011,74,0.562,116.044
Drake,The Motto,181573,2011,74,0.766,201.8
Katy Perry,Wide Awake,220946,2012,65,0.514,159.814
Rita Ora,How We Do (Party),247026,2012,48,0.738,116.024
Rudimental,Feel the Love (feat. John Newman),245186,2013,64,0.389,179.911
Lana Del Rey,Ride,289080,2012,66,0.373,93.763
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,2012,69,0.658,124.91
Demi Lovato,Give Your Heart a Break,205346,2011,71,0.651,123.008
Drake,Take Care,277386,2011,75,0.629,121.845
Little Mix,Wings,219733,2012,0,0.738,114.962
Bruno Mars,It Will Rain,257720,2011,74,0.576,150.017
Cher Lloyd,Want U Back,214013,2011,67,0.696,97.954
Lorde,Royals,190185,2013,77,0.674,84.878
Robin Thicke,Blurred Lines,263053,2013,55,0.861,120
Imagine Dragons,Radioactive,186813,2012,77,0.448,136.245
Avicii,Wake Me Up,247426,2013,6,0.532,124.08
Bruno Mars,Locked out of Heaven,233478,2012,85,0.726,143.994
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,2012,1,0.781,94.992
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,2013,83,0.794,116.047
will.i.am,Scream & Shout,283400,2013,78,0.772,130.033
Stromae,Papaoutai,232146,2013,0,0.733,116.019
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,2013,1,0.801,127.99
Naughty Boy,La La La,220779,2013,58,0.754,124.988
Tom Odell,Another Love,244360,2013,88,0.445,122.769
2 Chainz,We Own It (Fast & Furious),227906,2013,69,0.563,171.999
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,2012,69,0.691,130.072
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,2012,77,0.673,135.956
will.i.am,#thatPOWER,279506,2013,68,0.797,127.999
Lil Wayne,Love Me,255053,2013,68,0.669,124.906
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,2012,81,0.641,146.078
Martin Garrix,Animals - Radio Edit,176117,2013,0,0.593,128.015
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,56,0.76,100.315
John Newman,Love Me Again,239894,2013,74,0.495,126.03
Britney Spears,Work B**ch,247853,2013,0,0.63,128.012
The Neighbourhood,Sweater Weather,240400,2013,89,0.612,124.053
Sebastian Ingrosso,Reload - Radio Edit,221272,2013,68,0.485,128.045
Capital Cities,Safe And Sound,192693,2013,0,0.652,117.952
Demi Lovato,Heart Attack,210840,2013,79,0.504,173.968
Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,2013,84,0.691,92.004
Justin Bieber,Beauty And A Beat,227986,2012,73,0.602,128.003
Eminem,The Monster,250188,2013,75,0.781,110.049
Pitbull,Don't Stop the Party (feat. TJR),206120,2012,64,0.722,127.008
Selena Gomez,Come & Get It,231986,2013,69,0.546,79.979
P!nk,True Love (feat. Lily Allen),230733,2012,71,0.457,192.205
Disclosure,White Noise,277687,2013,54,0.665,119.978
Flo Rida,I Cry,223800,2012,60,0.693,126.035
Kanye West,Black Skinhead,188013,2013,0,0.578,130.089
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,2013,72,0.572,126.052
Eminem,Berzerk,238746,2013,66,0.739,95.084
Icona Pop,I Love It (feat. Charli XCX),157152,2013,68,0.711,125.916
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186826,2013,71,0.558,151.99
Lorde,Team,193058,2013,0,0.691,100.05
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,2012,68,0.509,127.946
Imagine Dragons,Demons,177506,2012,81,0.505,89.938
One Direction,One Way or Another (Teenage Kicks),157293,2013,66,0.489,162.131
Taylor Swift,I Knew You Were Trouble.,219720,2012,76,0.622,77.019
Arctic Monkeys,Do I Wanna Know?,272394,2013,84,0.548,85.03
Rudimental,Waiting All Night (feat. Ella Eyre),292586,2013,66,0.544,174.983
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,2014,68,0.579,119.74
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,2012,61,0.665,128.062
A$AP Rocky,F**kin' Problems (feat. Drake 2 Chainz & Kendrick Lamar),233786,2013,76,0.853,95.967
P!nk,Try,247906,2012,76,0.674,103.998
Ylvis,The Fox (What Does the Fox Say?),213708,2013,63,0.703,128.008
Ellie Goulding,Burn,231211,2014,70,0.559,87.016
Baauer,Harlem Shake,196664,2013,57,0.452,137.825
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,2012,70,0.695,124.989
Katy Perry,This Is How We Do,204285,2013,60,0.69,96
AWOLNATION,Sail,259102,2011,2,0.825,119.038
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,2013,27,0.681,124.047
Jason Derulo,The Other Side,226986,2013,50,0.561,127.923
Storm Queen,Look Right Through - MK Vocal Edit,150400,2014,0,0.832,119.995
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,2012,71,0.573,127.934
Katy Perry,Unconditionally,228878,2013,0,0.555,129.003
Wale,Bad (feat. Rihanna) - Remix,238826,2013,61,0.807,114.038
Ciara,Body Party,234040,2013,64,0.577,133.973
Drake,Started From the Bottom,174120,2013,65,0.794,86.307
Birdy,Wings,252106,2013,48,0.474,83.235
Bastille,Of The Night,214205,2013,61,0.67,125.01
Olly Murs,Dear Darlin',206373,2012,59,0.512,124.021
Katy Perry,Roar,223546,2013,73,0.554,179.984
Blake Shelton,Sure Be Cool If You Did,215720,2013,56,0.576,136.802
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,2012,65,0.725,127.985
JAY-Z,Holy Grail,338413,2013,62,0.676,145.082
Bridgit Mendler,Ready or Not,200946,2012,72,0.715,93.043
The Saturdays,What About Us,220682,2013,61,0.704,123.973
Bastille,Pompeii,214147,2013,74,0.679,127.435
One Direction,Best Song Ever,200106,2013,76,0.652,118.491
Nelly,Hey Porsche,209466,2013,57,0.726,115.995
Zedd,Clarity,271426,2012,0,0.523,128.006
Miley Cyrus,Wrecking Ball,221360,2013,77,0.53,119.964
Chris Brown,Fine China,213666,2013,0,0.659,104.038
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,2013,69,0.832,100.163
Armin van Buuren,This Is What It Feels Like,204360,2013,66,0.551,129.885
Justin Timberlake,Mirrors,484146,2013,78,0.574,76.899
Bruno Mars,Treasure,178560,2012,78,0.874,116.017
Of Monsters and Men,Little Talks,266600,2012,79,0.457,102.961
Miley Cyrus,We Can't Stop,231240,2013,78,0.613,80.003
J. Cole,Power Trip (feat. Miguel),241160,2013,0,0.667,99.991
Paramore,Still into You,216013,2013,79,0.602,136.01
Christina Perri,human,250706,2013,59,0.439,143.808
Drake,Hold On We're Going Home,227880,2013,72,0.773,99.993
James Blunt,Bonfire Heart,238000,2013,0,0.575,118.021
Maroon 5,Daylight,225066,2012,66,0.656,120.001
Childish Gambino,3005,235662,2013,0,0.681,82.92
Avril Lavigne,Here's to Never Growing Up,214080,2013,0,0.483,164.986
Taylor Swift,22,232120,2012,68,0.661,103.987
Passenger,Let Her Go,252866,2012,73,0.509,75.089
Ariana Grande,The Way,227026,2013,65,0.645,82.324
Rihanna,Stay,240706,2012,76,0.621,111.893
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,2013,67,0.795,101.985
Bruno Mars,When I Was Your Man,213826,2012,83,0.612,72.795
Florida Georgia Line,Cruise,208960,2012,57,0.457,148
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,2014,79,0.647,160.019
Katy Perry,Dark Horse,215672,2013,74,0.647,131.934
ScHoolboy Q,Collard Greens,299960,2014,0,0.826,153.972
Iggy Azalea,Fancy,199938,2014,69,0.912,94.981
Maroon 5,Animals,231013,2014,79,0.279,189.868
Sam Smith,Stay With Me,172723,2014,80,0.418,84.094
MAGIC!,Rude,224840,2014,80,0.773,144.033
Sia,Chandelier,216120,2014,78,0.399,117.089
John Legend,All of Me,269560,2013,84,0.422,119.93
ZHU,Faded,223386,2014,49,0.861,124.96
Meghan Trainor,All About That Bass,187920,2015,72,0.807,134.052
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,2014,50,0.645,124.915
Iggy Azalea,Black Widow,209423,2014,67,0.743,163.99
Tove Lo,Habits (Stay High),209160,2014,74,0.733,110.003
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,2014,67,0.609,124.959
DJ Snake,You Know You Like It,247266,2014,69,0.407,196.093
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,56,0.76,100.315
Maroon 5,Maps,189840,2014,0,0.737,120.003
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,2014,45,0.614,127.966
Tinashe,2 On (feat. ScHoolboy Q),227000,2014,71,0.742,101.013
Route 94,My Love (feat. Jess Glynne),259934,2014,72,0.814,119.976
Taylor Swift,Bad Blood,211933,2014,54,0.646,170.216
Trey Songz,Na Na,231906,2015,62,0.67,96.975
Calvin Harris,Under Control (feat. Hurts),184280,2014,72,0.544,126.094
O.T. Genasis,CoCo,239573,2014,61,0.886,119.906
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,2013,66,0.697,81.946
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,2014,66,0.76,123.002
Jeremih,Don't Tell 'Em,266840,2015,74,0.856,98.052
Nicki Minaj,Anaconda,260240,2014,66,0.964,129.994
Calvin Harris,Blame (feat. John Newman),212960,2014,75,0.414,128.024
DJ Snake,Turn Down for What,213733,2013,70,0.818,100.014
Pitbull,Timber (feat. Ke$ha),204160,2012,80,0.581,129.992
OneRepublic,Counting Stars,257386,2014,62,0.663,122.014
Bobby Shmurda,Hot N*gga,194561,2014,73,0.794,167.879
Calvin Harris,Summer,224506,2014,21,0.603,127.962
ScHoolboy Q,Man Of The Year,216013,2014,0,0.743,111.959
Nico & Vinz,Am I Wrong,245866,2014,76,0.729,119.968
Becky G,Shower,206166,2014,78,0.699,119.987
Sigma,Nobody To Love - Radio Edit,189720,2014,62,0.441,175.001
The Chainsmokers,#SELFIE - Original Mix,183750,2014,0,0.789,127.955
Lorde,Team,193058,2013,76,0.69,99.961
Rixton,Me And My Broken Heart,193733,2014,77,0.545,174.084
Klingande,Jubel - Radio Edit,201626,2013,50,0.686,124.938
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,2014,2,0.829,119.993
Paloma Faith,Only Love Can Hurt Like This,232893,2014,80,0.566,90.99
Kiesza,Hideaway,251986,2014,64,0.838,122.993
Ellie Goulding,Burn,231211,2014,70,0.559,87.016
Ariana Grande,Break Free,214840,2014,0,0.687,129.956
Kid Ink,Show Me (feat. Chris Brown),217800,2014,68,0.711,98.098
Tove Lo,Talking Body,238426,2014,66,0.736,119.999
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264946,2014,72,0.841,99.059
OneRepublic,Love Runs Out,224226,2014,59,0.719,120.022
Olly Murs,Up (feat. Demi Lovato),224293,2014,0,0.69,114.948
Peking Duk,High (feat. Nicole Millar),228000,2014,48,0.525,100.094
Milky Chance,Stolen Dance,313684,2014,73,0.885,114.016
Ed Sheeran,Don't,219840,2014,72,0.806,95.049
Ariana Grande,Love Me Harder,236133,2014,74,0.472,98.992
Enrique Iglesias,Bailando - Spanish Version,243386,2014,66,0.718,90.949
Avicii,Hey Brother,255093,2013,2,0.545,125.014
Jessie J,Bang Bang,199386,2014,77,0.706,150.028
Duke Dumont,I Got U,285596,2014,67,0.636,120.837
Gorgon City,Ready For Your Love,198880,2014,61,0.677,121.939
Taylor Swift,Style,231000,2014,61,0.588,94.933
MKTO,Classic,175426,2012,82,0.72,102.071
Disclosure,Latch,255631,2013,74,0.503,121.985
Ariana Grande,Problem,193920,2014,73,0.66,103.008
Charli XCX,Boom Clap,169866,2014,49,0.659,91.999
One Direction,Steal My Girl,228133,2014,79,0.536,77.217
Tiësto,Red Lights,263890,2013,0,0.653,124.989
Selena Gomez,The Heart Wants What It Wants,227360,2014,58,0.616,83.066
Rita Ora,I Will Never Let You Down,203466,2014,65,0.753,128.011
5 Seconds of Summer,She Looks So Perfect,202496,2014,74,0.494,160.025
The Script,Superheroes,245466,2014,74,0.49,166.996
Taylor Swift,Shake It Off,219200,2014,79,0.647,160.078
One Direction,Night Changes,226600,2014,83,0.672,120.001
Ed Sheeran,Sing,235382,2014,69,0.818,119.988
Alesso,Heroes (we could be),209866,2014,52,0.521,125.876
Tiësto,Wasted,188371,2014,0,0.645,112.028
G.R.L.,Ugly Heart,198306,2014,64,0.65,124.96
Coldplay,A Sky Full of Stars,267866,2014,80,0.545,124.97
Clean Bandit,Rather Be (feat. Jess Glynne),227833,2014,72,0.799,120.97
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2014,63,0.596,127.961
Sia,Elastic Heart,257200,2014,70,0.421,130.075
One Direction,Story of My Life,245493,2013,81,0.6,121.07
Alex & Sierra,Little Do You Know,185200,2014,75,0.5,145.879
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,2014,55,0.733,97.448
Echosmith,Cool Kids,237626,2013,71,0.719,130.027
Natalie La Rose,Somebody,189906,2014,66,0.83,104.99
Vance Joy,Riptide,204280,2014,80,0.484,101.654
Beyoncé,Drunk in Love (feat. Jay-Z),323480,2014,70,0.589,140.03
Maroon 5,Sugar,235493,2014,0,0.744,120.042
Ella Henderson,Ghost,213213,2014,63,0.68,104.975
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,2013,71,0.581,152.037
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,2014,67,0.702,141.967
Sheppard,Geronimo,218227,2014,0,0.707,142.016
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,2014,0,0.787,121.989
Sam Smith,Money On My Mind,192670,2014,62,0.688,133.912
Jason Derulo,Trumpets,217306,2013,53,0.627,81.897
Nicki Minaj,Bed Of Lies,269946,2014,53,0.716,86.01
Nick Jonas,Jealous - Remix,222213,2014,0,0.685,93.047
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,2015,82,0.856,114.988
Ed Sheeran,Thinking out Loud,281560,2014,81,0.781,78.998
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,2015,81,0.689,80.025
Justin Bieber,What Do You Mean?,205680,2015,77,0.845,125.02
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,2015,73,0.723,98.007
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,2014,76,0.659,119.844
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,2015,78,0.262,189.857
Calvin Harris,Outside (feat. Ellie Goulding),227266,2014,78,0.646,128.035
David Guetta,Hey Mama (feat. Nicki Minaj Bebe Rexha & Afrojack),192560,2014,75,0.596,85.979
Demi Lovato,Cool for the Summer,214746,2015,0,0.586,114.101
Taylor Swift,Blank Space,231826,2014,82,0.76,95.997
The Weeknd,The Hills,242253,2015,84,0.585,113.003
The Neighbourhood,Daddy Issues,260173,2015,85,0.588,85.012
Deorro,Five More Hours,211975,2015,66,0.699,127.961
Avicii,The Nights,176658,2014,85,0.527,125.983
DJ Snake,You Know You Like It,247266,2014,69,0.407,196.093
Adam Lambert,Ghost Town,208330,2015,46,0.703,119.955
Rae Sremmurd,No Type,200080,2015,71,0.891,125.01
Taylor Swift,Bad Blood,200106,2015,70,0.654,170.16
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,2015,49,0.657,145.889
Robin Schulz,Sugar (feat. Francesco Yates),219043,2015,76,0.636,123.063
Calvin Harris,How Deep Is Your Love,212640,2015,76,0.738,122.003
Philip George,Wish You Were Mine - Radio Edit,177560,2014,65,0.654,123.002
Trey Songz,Na Na,231906,2015,62,0.67,96.975
Fall Out Boy,Centuries,228360,2015,80,0.393,176.042
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,76,0.886,108.034
Lost Frequencies,Are You With Me - Radio Edit,138842,2014,33,0.776,121.03
Twenty One Pilots,Stressed Out,202333,2015,83,0.734,169.977
Fifth Harmony,Worth It (feat. Kid Ink),224573,2015,73,0.884,99.987
KALEO,Way down We Go,219560,2015,63,0.59,81.663
Sam Smith,Like I Can,167065,2014,79,0.656,99.933
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,2015,49,0.746,107.985
Martin Solveig,Intoxicated - New Radio Mix,159693,2015,48,0.8,125.004
Avicii,Waiting For Love,230613,2015,79,0.579,127.999
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,2018,72,0.778,117.971
Taylor Swift,Wildest Dreams,220440,2014,78,0.553,140.06
The Weeknd,In The Night,235653,2015,0,0.48,167.939
Pitbull,Time of Our Lives,229360,2014,80,0.721,124.022
Galantis,Runaway (U & I),227073,2015,74,0.506,126.008
Rihanna,Bitch Better Have My Money,219305,2015,73,0.781,102.99
Zara Larsson,Lush Life,202213,2015,0,0.658,98.024
One Direction,Drag Me Down,192120,2015,79,0.73,138.113
Travis Scott,Antidote,262693,2015,73,0.713,131.05
Years & Years,King,215360,2015,0,0.559,119.977
Demi Lovato,Confident,205745,2015,64,0.594,130.064
Lemaitre,Closer,270589,2017,59,0.583,91.977
Selena Gomez,Same Old Love,229080,2015,69,0.672,98.02
Pia Mia,Do It Again,207746,2015,72,0.712,95.95
Flo Rida,My House,192190,2015,76,0.688,94.006
Silentó,Watch Me (Whip / Nae Nae),185131,2015,0,0.819,139.982
Chris Brown,Ayo,225226,2015,71,0.823,98.031
The Strumbellas,Spirits,203653,2016,71,0.556,80.529
Fetty Wap,Trap Queen,222093,2015,68,0.746,148.075
Tove Lo,Talking Body,238426,2014,66,0.736,119.999
Beyoncé,7/11,213506,2014,69,0.747,136.024
Lana Del Rey,High By The Beach,257573,2015,67,0.536,131.988
Zara Larsson,Never Forget You,213427,2017,73,0.583,145.992
Jeremih,oui,238320,2015,77,0.418,78.521
Drake,Hotline Bling,267066,2016,77,0.891,134.966
Selena Gomez,Kill Em With Kindness,217906,2015,64,0.757,120.012
Birdy,Let It All Go,280757,2015,68,0.383,107.005
Fetty Wap,679 (feat. Remy Boyz),196693,2015,74,0.618,190.05
Ariana Grande,Love Me Harder,236133,2014,74,0.472,98.992
The Weeknd,Can't Feel My Face,213520,2015,79,0.705,107.949
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,2015,55,0.336,186.394
X Ambassadors,Renegades,195200,2015,75,0.526,90.052
R. City,Locked Away (feat. Adam Levine),227480,2015,77,0.509,118.413
Kygo,Stole the Show,223186,2016,74,0.64,100.034
Tame Impala,The Less I Know The Better,216320,2015,83,0.64,116.879
Selena Gomez,Good For You,221560,2015,0,0.6,88.928
Fetty Wap,My Way (feat. Monty),213053,2015,55,0.748,128.077
Hozier,Take Me To Church,241688,2014,81,0.566,128.945
Taylor Swift,Style,231000,2014,77,0.588,94.933
Alessia Cara,Here,199453,2015,0,0.379,120.892
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,2015,66,0.261,81.418
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,2015,47,0.599,108.061
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,2015,68,0.589,77.521
Big Sean,I Don't Fuck With You,284386,2015,75,0.824,97.972
Kygo,Firestone,271640,2016,76,0.704,113.927
Drake,Jumpman,205879,2015,0,0.853,142.079
Petit Biscuit,Sunset Lover,237792,2015,71,0.783,90.838
Shawn Mendes,Stitches,206880,2015,78,0.746,149.882
Flo Rida,I Don't Like It I Love It (feat. Robin Thicke & Verdine White),224258,2015,67,0.854,118.004
Selena Gomez,The Heart Wants What It Wants,227373,2014,64,0.616,83.066
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,2015,74,0.432,139.432
Ellie Goulding,On My Mind,213445,2015,0,0.699,154.943
Bryson Tiller,Don't,198293,2015,78,0.765,96.991
Rich Homie Quan,Flex (Ooh Ooh Ooh),176674,2015,1,0.676,163.993
Joel Adams,Please Don't Go,210580,2015,71,0.513,84.264
Zedd,I Want You To Know,238800,2015,0,0.561,130.003
Jonas Blue,Fast Car,212424,2015,67,0.644,113.945
BØRNS,Electric Love,218173,2015,0,0.373,120.063
Sigala,Easy Love,229813,2018,66,0.68,123.976
Justin Bieber,Sorry,200786,2015,80,0.654,99.945
Ariana Grande,One Last Time,197266,2014,79,0.628,125.026
Little Mix,Black Magic,211773,2015,1,0.777,111.987
One Direction,Perfect,230333,2015,77,0.647,99.933
Years & Years,Shine,255506,2015,55,0.667,108.002
Meghan Trainor,Lips Are Movin,182666,2015,70,0.775,139.091
Nicky Jam,El Perdón - Forgiveness,206666,2017,51,0.736,90.013
The Weeknd,Starboy,230453,2016,0,0.681,186.054
Drake,One Dance,173986,2016,84,0.792,103.967
Justin Bieber,Love Yourself,233720,2015,0,0.609,100.418
The Chainsmokers,Closer,244960,2016,83,0.748,95.01
Adele,Hello,295502,2015,1,0.471,157.98
Desiigner,Panda,246761,2016,70,0.576,144.833
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,2016,72,0.841,99.002
Sia,Cheap Thrills (feat. Sean Paul),224813,2016,67,0.592,89.972
OneRepublic,Wherever I Go,169773,2016,70,0.552,99.961
Rihanna,Work,219320,2016,75,0.725,91.974
Coldplay,Hymn for the Weekend,258266,2015,82,0.491,90.027
Justin Bieber,Sorry,200786,2015,80,0.654,99.945
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,2016,76,0.666,113.03
WILLOW,Wait a Minute!,196520,2015,86,0.764,101.003
Desiigner,Tiimmy Turner,239853,2016,67,0.603,122.803
G-Eazy,Me Myself & I,251466,2015,77,0.756,111.995
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,2016,68,0.367,110.169
Astrid S,Hurts So Good,208728,2016,0,0.672,120.036
Lil Wayne,Sucker for Pain (with Wiz Khalifa Imagine Dragons Logic & Ty Dolla $ign feat. X Ambassadors),243490,2016,75,0.502,169.021
Twenty One Pilots,Heathens,195920,2016,80,0.732,90.024
Future,Low Life (feat. The Weeknd),313546,2016,74,0.722,143.961
Galantis,No Money,189126,2016,67,0.671,126.01
The Chainsmokers,Don't Let Me Down,208373,2016,79,0.532,159.803
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,2016,62,0.916,120.028
Alok,Hear Me Now,192846,2016,51,0.788,121.996
Jon Bellion,All Time Low,217603,2016,70,0.617,90.246
Cheat Codes,Sex,228361,2016,0,0.51,102.42
Meghan Trainor,NO,213506,2017,69,0.557,92.134
Dua Lipa,Hotter Than Hell,187957,2017,65,0.532,110.127
Martin Garrix,In the Name of Love,195706,2016,76,0.501,133.99
Alan Walker,Faded,212106,2018,78,0.468,179.642
Tove Lo,Cool Girl,197815,2016,0,0.674,101.983
DJ Snake,Let Me Love You,205946,2016,81,0.649,99.988
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,2016,79,0.631,123.962
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,2016,77,0.664,101.969
Kevin Gates,2 Phones,240000,2016,69,0.895,121.918
Rihanna,Needed Me,191600,2016,80,0.671,110.898
Ariana Grande,Side To Side,226160,2016,0,0.648,159.145
Marshmello,Alone,273802,2016,71,0.631,141.99
Shawn Mendes,I Know What You Did Last Summer,223853,2015,73,0.687,113.939
Selena Gomez,Same Old Love,229080,2015,69,0.672,98.02
Calvin Harris,My Way,219159,2016,74,0.818,119.986
Fitz and The Tantrums,HandClap,193253,2016,64,0.636,139.956
Twenty One Pilots,Ride,214506,2015,80,0.645,74.989
Flo Rida,My House,192190,2015,76,0.688,94.006
Ariana Grande,Dangerous Woman,235946,2016,0,0.677,134.052
Anne-Marie,Alarm,205593,2016,57,0.756,146.928
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,2016,79,0.728,100.017
AlunaGeorge,I'm In Control,209425,2016,0,0.734,104.013
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,2016,68,0.716,91.03
MNEK,Never Forget You,213427,2015,45,0.583,145.992
Mike Perry,The Ocean (feat. Shy Martin),183414,2016,70,0.632,90.037
Drake,Hotline Bling,267066,2016,0,0.903,134.96
Ariana Grande,Into You,244453,2016,3,0.623,107.853
Shawn Mendes,Treat You Better,187973,2017,82,0.444,82.695
Tory Lanez,Say It,237786,2016,73,0.546,107.331
Coldplay,Adventure of a Lifetime,263786,2015,76,0.638,111.995
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,2016,0,0.79,121.969
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,2016,69,0.332,186.249
X Ambassadors,Renegades,195200,2015,75,0.526,90.052
DNCE,Cake By The Ocean,219146,2016,79,0.774,119.002
99 Souls,The Girl Is Mine,216613,2016,55,0.683,118.991
Illy,Papercuts (feat. Vera Blue),255889,2016,51,0.369,191.863
Kiiara,Gold,225882,2015,55,0.6,113.049
Kygo,Stole the Show,222813,2016,0,0.678,99.886
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,2016,75,0.803,105.017
Drake,Pop Style,212946,2016,63,0.713,133.053
ZAYN,PILLOWTALK,203686,2016,59,0.588,124.909
Alessia Cara,Here,199453,2016,66,0.376,120.493
DJ Snake,Middle,220573,2016,0,0.611,104.981
Sigala,Sweet Lovin' - Radio Edit,202149,2015,46,0.683,124.977
Drake,Jumpman,205879,2015,72,0.852,142.079
Charlie Puth,Dangerously,199133,2016,62,0.696,112.291
Nick Jonas,Close,234213,2016,69,0.654,123.996
Jonas Blue,Perfect Strangers,196613,2016,0,0.742,117.986
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,2016,0,0.608,92.943
The Chainsmokers,Roses,226738,2015,73,0.713,100.001
Tory Lanez,LUV,228640,2016,0,0.688,95.109
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,2016,68,0.632,162.958
Bryson Tiller,Don't,198293,2015,78,0.765,96.991
Steve Aoki,Just Hold On,198774,2016,63,0.647,114.991
Clean Bandit,Tears (feat. Louisa Johnson),225914,2016,60,0.605,130.037
Jonas Blue,Fast Car,212424,2015,1,0.459,113.901
Flume,Never Be Like You,233337,2016,0,0.443,116.838
Bastille,Good Grief,206493,2016,65,0.73,120.041
